"X","Y"
3862.98156118765,-1810.47493868545
3872.98156118765,-1810.47493868545
3882.98156118765,-1810.47493868545
3842.98156118765,-1800.47493868545
3852.98156118765,-1800.47493868545
3862.98156118765,-1800.47493868545
3872.98156118765,-1800.47493868545
3882.98156118765,-1800.47493868545
3892.98156118765,-1800.47493868545
3902.98156118765,-1800.47493868545
3832.98156118765,-1790.47493868545
3842.98156118765,-1790.47493868545
3852.98156118765,-1790.47493868545
3862.98156118765,-1790.47493868545
3872.98156118765,-1790.47493868545
3882.98156118765,-1790.47493868545
3892.98156118765,-1790.47493868545
3902.98156118765,-1790.47493868545
3912.98156118765,-1790.47493868545
3812.98156118765,-1780.47493868545
3822.98156118765,-1780.47493868545
3832.98156118765,-1780.47493868545
3842.98156118765,-1780.47493868545
3852.98156118765,-1780.47493868545
3862.98156118765,-1780.47493868545
3872.98156118765,-1780.47493868545
3882.98156118765,-1780.47493868545
3892.98156118765,-1780.47493868545
3902.98156118765,-1780.47493868545
3912.98156118765,-1780.47493868545
3922.98156118765,-1780.47493868545
3932.98156118765,-1780.47493868545
3812.98156118765,-1770.47493868545
3822.98156118765,-1770.47493868545
3832.98156118765,-1770.47493868545
3842.98156118765,-1770.47493868545
3852.98156118765,-1770.47493868545
3862.98156118765,-1770.47493868545
3872.98156118765,-1770.47493868545
3882.98156118765,-1770.47493868545
3892.98156118765,-1770.47493868545
3902.98156118765,-1770.47493868545
3912.98156118765,-1770.47493868545
3922.98156118765,-1770.47493868545
3932.98156118765,-1770.47493868545
3942.98156118765,-1770.47493868545
3802.98156118765,-1760.47493868545
3812.98156118765,-1760.47493868545
3822.98156118765,-1760.47493868545
3832.98156118765,-1760.47493868545
3842.98156118765,-1760.47493868545
3852.98156118765,-1760.47493868545
3862.98156118765,-1760.47493868545
3872.98156118765,-1760.47493868545
3882.98156118765,-1760.47493868545
3892.98156118765,-1760.47493868545
3902.98156118765,-1760.47493868545
3912.98156118765,-1760.47493868545
3922.98156118765,-1760.47493868545
3932.98156118765,-1760.47493868545
3942.98156118765,-1760.47493868545
3792.98156118765,-1750.47493868545
3802.98156118765,-1750.47493868545
3812.98156118765,-1750.47493868545
3822.98156118765,-1750.47493868545
3832.98156118765,-1750.47493868545
3842.98156118765,-1750.47493868545
3852.98156118765,-1750.47493868545
3862.98156118765,-1750.47493868545
3872.98156118765,-1750.47493868545
3882.98156118765,-1750.47493868545
3892.98156118765,-1750.47493868545
3902.98156118765,-1750.47493868545
3912.98156118765,-1750.47493868545
3922.98156118765,-1750.47493868545
3932.98156118765,-1750.47493868545
3942.98156118765,-1750.47493868545
3782.98156118765,-1740.47493868545
3792.98156118765,-1740.47493868545
3802.98156118765,-1740.47493868545
3812.98156118765,-1740.47493868545
3822.98156118765,-1740.47493868545
3832.98156118765,-1740.47493868545
3842.98156118765,-1740.47493868545
3852.98156118765,-1740.47493868545
3862.98156118765,-1740.47493868545
3872.98156118765,-1740.47493868545
3882.98156118765,-1740.47493868545
3892.98156118765,-1740.47493868545
3902.98156118765,-1740.47493868545
3912.98156118765,-1740.47493868545
3922.98156118765,-1740.47493868545
3932.98156118765,-1740.47493868545
3942.98156118765,-1740.47493868545
3772.98156118765,-1730.47493868545
3782.98156118765,-1730.47493868545
3792.98156118765,-1730.47493868545
3802.98156118765,-1730.47493868545
3812.98156118765,-1730.47493868545
3822.98156118765,-1730.47493868545
3832.98156118765,-1730.47493868545
3842.98156118765,-1730.47493868545
3852.98156118765,-1730.47493868545
3862.98156118765,-1730.47493868545
3872.98156118765,-1730.47493868545
3882.98156118765,-1730.47493868545
3892.98156118765,-1730.47493868545
3902.98156118765,-1730.47493868545
3912.98156118765,-1730.47493868545
3922.98156118765,-1730.47493868545
3932.98156118765,-1730.47493868545
3942.98156118765,-1730.47493868545
3952.98156118765,-1730.47493868545
3762.98156118765,-1720.47493868545
3772.98156118765,-1720.47493868545
3782.98156118765,-1720.47493868545
3792.98156118765,-1720.47493868545
3802.98156118765,-1720.47493868545
3812.98156118765,-1720.47493868545
3822.98156118765,-1720.47493868545
3832.98156118765,-1720.47493868545
3842.98156118765,-1720.47493868545
3852.98156118765,-1720.47493868545
3862.98156118765,-1720.47493868545
3872.98156118765,-1720.47493868545
3882.98156118765,-1720.47493868545
3892.98156118765,-1720.47493868545
3902.98156118765,-1720.47493868545
3912.98156118765,-1720.47493868545
3922.98156118765,-1720.47493868545
3932.98156118765,-1720.47493868545
3942.98156118765,-1720.47493868545
3952.98156118765,-1720.47493868545
3752.98156118765,-1710.47493868545
3762.98156118765,-1710.47493868545
3772.98156118765,-1710.47493868545
3782.98156118765,-1710.47493868545
3792.98156118765,-1710.47493868545
3802.98156118765,-1710.47493868545
3812.98156118765,-1710.47493868545
3822.98156118765,-1710.47493868545
3832.98156118765,-1710.47493868545
3842.98156118765,-1710.47493868545
3852.98156118765,-1710.47493868545
3862.98156118765,-1710.47493868545
3872.98156118765,-1710.47493868545
3882.98156118765,-1710.47493868545
3892.98156118765,-1710.47493868545
3902.98156118765,-1710.47493868545
3912.98156118765,-1710.47493868545
3922.98156118765,-1710.47493868545
3932.98156118765,-1710.47493868545
3942.98156118765,-1710.47493868545
3952.98156118765,-1710.47493868545
3752.98156118765,-1700.47493868545
3762.98156118765,-1700.47493868545
3772.98156118765,-1700.47493868545
3782.98156118765,-1700.47493868545
3792.98156118765,-1700.47493868545
3802.98156118765,-1700.47493868545
3812.98156118765,-1700.47493868545
3822.98156118765,-1700.47493868545
3832.98156118765,-1700.47493868545
3842.98156118765,-1700.47493868545
3852.98156118765,-1700.47493868545
3862.98156118765,-1700.47493868545
3872.98156118765,-1700.47493868545
3882.98156118765,-1700.47493868545
3892.98156118765,-1700.47493868545
3902.98156118765,-1700.47493868545
3912.98156118765,-1700.47493868545
3922.98156118765,-1700.47493868545
3932.98156118765,-1700.47493868545
3942.98156118765,-1700.47493868545
3952.98156118765,-1700.47493868545
3752.98156118765,-1690.47493868545
3762.98156118765,-1690.47493868545
3772.98156118765,-1690.47493868545
3782.98156118765,-1690.47493868545
3792.98156118765,-1690.47493868545
3802.98156118765,-1690.47493868545
3812.98156118765,-1690.47493868545
3822.98156118765,-1690.47493868545
3832.98156118765,-1690.47493868545
3842.98156118765,-1690.47493868545
3852.98156118765,-1690.47493868545
3862.98156118765,-1690.47493868545
3872.98156118765,-1690.47493868545
3882.98156118765,-1690.47493868545
3892.98156118765,-1690.47493868545
3902.98156118765,-1690.47493868545
3912.98156118765,-1690.47493868545
3922.98156118765,-1690.47493868545
3932.98156118765,-1690.47493868545
3942.98156118765,-1690.47493868545
3952.98156118765,-1690.47493868545
3962.98156118765,-1690.47493868545
3742.98156118765,-1680.47493868545
3752.98156118765,-1680.47493868545
3762.98156118765,-1680.47493868545
3772.98156118765,-1680.47493868545
3782.98156118765,-1680.47493868545
3792.98156118765,-1680.47493868545
3802.98156118765,-1680.47493868545
3812.98156118765,-1680.47493868545
3822.98156118765,-1680.47493868545
3832.98156118765,-1680.47493868545
3842.98156118765,-1680.47493868545
3852.98156118765,-1680.47493868545
3862.98156118765,-1680.47493868545
3872.98156118765,-1680.47493868545
3882.98156118765,-1680.47493868545
3892.98156118765,-1680.47493868545
3902.98156118765,-1680.47493868545
3912.98156118765,-1680.47493868545
3922.98156118765,-1680.47493868545
3932.98156118765,-1680.47493868545
3942.98156118765,-1680.47493868545
3952.98156118765,-1680.47493868545
3962.98156118765,-1680.47493868545
3972.98156118765,-1680.47493868545
3982.98156118765,-1680.47493868545
3732.98156118765,-1670.47493868545
3742.98156118765,-1670.47493868545
3752.98156118765,-1670.47493868545
3762.98156118765,-1670.47493868545
3772.98156118765,-1670.47493868545
3782.98156118765,-1670.47493868545
3792.98156118765,-1670.47493868545
3802.98156118765,-1670.47493868545
3812.98156118765,-1670.47493868545
3822.98156118765,-1670.47493868545
3832.98156118765,-1670.47493868545
3842.98156118765,-1670.47493868545
3852.98156118765,-1670.47493868545
3862.98156118765,-1670.47493868545
3872.98156118765,-1670.47493868545
3882.98156118765,-1670.47493868545
3892.98156118765,-1670.47493868545
3902.98156118765,-1670.47493868545
3912.98156118765,-1670.47493868545
3922.98156118765,-1670.47493868545
3932.98156118765,-1670.47493868545
3942.98156118765,-1670.47493868545
3952.98156118765,-1670.47493868545
3962.98156118765,-1670.47493868545
3972.98156118765,-1670.47493868545
3982.98156118765,-1670.47493868545
3992.98156118765,-1670.47493868545
4002.98156118765,-1670.47493868545
3732.98156118765,-1660.47493868545
3742.98156118765,-1660.47493868545
3752.98156118765,-1660.47493868545
3762.98156118765,-1660.47493868545
3772.98156118765,-1660.47493868545
3782.98156118765,-1660.47493868545
3792.98156118765,-1660.47493868545
3802.98156118765,-1660.47493868545
3812.98156118765,-1660.47493868545
3822.98156118765,-1660.47493868545
3832.98156118765,-1660.47493868545
3842.98156118765,-1660.47493868545
3852.98156118765,-1660.47493868545
3862.98156118765,-1660.47493868545
3872.98156118765,-1660.47493868545
3882.98156118765,-1660.47493868545
3892.98156118765,-1660.47493868545
3902.98156118765,-1660.47493868545
3912.98156118765,-1660.47493868545
3922.98156118765,-1660.47493868545
3932.98156118765,-1660.47493868545
3942.98156118765,-1660.47493868545
3952.98156118765,-1660.47493868545
3962.98156118765,-1660.47493868545
3972.98156118765,-1660.47493868545
3982.98156118765,-1660.47493868545
3992.98156118765,-1660.47493868545
4002.98156118765,-1660.47493868545
4012.98156118765,-1660.47493868545
4022.98156118765,-1660.47493868545
4092.98156118765,-1660.47493868545
3752.98156118765,-1650.47493868545
3762.98156118765,-1650.47493868545
3772.98156118765,-1650.47493868545
3782.98156118765,-1650.47493868545
3792.98156118765,-1650.47493868545
3802.98156118765,-1650.47493868545
3812.98156118765,-1650.47493868545
3822.98156118765,-1650.47493868545
3832.98156118765,-1650.47493868545
3842.98156118765,-1650.47493868545
3852.98156118765,-1650.47493868545
3862.98156118765,-1650.47493868545
3872.98156118765,-1650.47493868545
3882.98156118765,-1650.47493868545
3892.98156118765,-1650.47493868545
3902.98156118765,-1650.47493868545
3912.98156118765,-1650.47493868545
3922.98156118765,-1650.47493868545
3932.98156118765,-1650.47493868545
3942.98156118765,-1650.47493868545
3952.98156118765,-1650.47493868545
3962.98156118765,-1650.47493868545
3972.98156118765,-1650.47493868545
3982.98156118765,-1650.47493868545
3992.98156118765,-1650.47493868545
4002.98156118765,-1650.47493868545
4012.98156118765,-1650.47493868545
4022.98156118765,-1650.47493868545
4032.98156118765,-1650.47493868545
4042.98156118765,-1650.47493868545
4082.98156118765,-1650.47493868545
3722.98156118765,-1640.47493868545
3742.98156118765,-1640.47493868545
3752.98156118765,-1640.47493868545
3762.98156118765,-1640.47493868545
3772.98156118765,-1640.47493868545
3782.98156118765,-1640.47493868545
3792.98156118765,-1640.47493868545
3802.98156118765,-1640.47493868545
3812.98156118765,-1640.47493868545
3822.98156118765,-1640.47493868545
3832.98156118765,-1640.47493868545
3842.98156118765,-1640.47493868545
3852.98156118765,-1640.47493868545
3862.98156118765,-1640.47493868545
3872.98156118765,-1640.47493868545
3882.98156118765,-1640.47493868545
3892.98156118765,-1640.47493868545
3902.98156118765,-1640.47493868545
3912.98156118765,-1640.47493868545
3922.98156118765,-1640.47493868545
3932.98156118765,-1640.47493868545
3942.98156118765,-1640.47493868545
3952.98156118765,-1640.47493868545
3962.98156118765,-1640.47493868545
3972.98156118765,-1640.47493868545
3982.98156118765,-1640.47493868545
3992.98156118765,-1640.47493868545
4002.98156118765,-1640.47493868545
4012.98156118765,-1640.47493868545
4022.98156118765,-1640.47493868545
4032.98156118765,-1640.47493868545
3722.98156118765,-1630.47493868545
3742.98156118765,-1630.47493868545
3752.98156118765,-1630.47493868545
3762.98156118765,-1630.47493868545
3772.98156118765,-1630.47493868545
3782.98156118765,-1630.47493868545
3792.98156118765,-1630.47493868545
3802.98156118765,-1630.47493868545
3812.98156118765,-1630.47493868545
3822.98156118765,-1630.47493868545
3832.98156118765,-1630.47493868545
3842.98156118765,-1630.47493868545
3852.98156118765,-1630.47493868545
3862.98156118765,-1630.47493868545
3872.98156118765,-1630.47493868545
3882.98156118765,-1630.47493868545
3892.98156118765,-1630.47493868545
3902.98156118765,-1630.47493868545
3912.98156118765,-1630.47493868545
3922.98156118765,-1630.47493868545
3932.98156118765,-1630.47493868545
3942.98156118765,-1630.47493868545
3952.98156118765,-1630.47493868545
3962.98156118765,-1630.47493868545
3972.98156118765,-1630.47493868545
3982.98156118765,-1630.47493868545
3992.98156118765,-1630.47493868545
4002.98156118765,-1630.47493868545
4012.98156118765,-1630.47493868545
4022.98156118765,-1630.47493868545
4032.98156118765,-1630.47493868545
3722.98156118765,-1620.47493868545
3732.98156118765,-1620.47493868545
3742.98156118765,-1620.47493868545
3752.98156118765,-1620.47493868545
3762.98156118765,-1620.47493868545
3772.98156118765,-1620.47493868545
3782.98156118765,-1620.47493868545
3792.98156118765,-1620.47493868545
3802.98156118765,-1620.47493868545
3812.98156118765,-1620.47493868545
3822.98156118765,-1620.47493868545
3832.98156118765,-1620.47493868545
3842.98156118765,-1620.47493868545
3852.98156118765,-1620.47493868545
3862.98156118765,-1620.47493868545
3872.98156118765,-1620.47493868545
3882.98156118765,-1620.47493868545
3892.98156118765,-1620.47493868545
3902.98156118765,-1620.47493868545
3912.98156118765,-1620.47493868545
3922.98156118765,-1620.47493868545
3932.98156118765,-1620.47493868545
3942.98156118765,-1620.47493868545
3952.98156118765,-1620.47493868545
3962.98156118765,-1620.47493868545
3972.98156118765,-1620.47493868545
3982.98156118765,-1620.47493868545
3992.98156118765,-1620.47493868545
4002.98156118765,-1620.47493868545
4012.98156118765,-1620.47493868545
4022.98156118765,-1620.47493868545
4032.98156118765,-1620.47493868545
3732.98156118765,-1610.47493868545
3742.98156118765,-1610.47493868545
3752.98156118765,-1610.47493868545
3762.98156118765,-1610.47493868545
3772.98156118765,-1610.47493868545
3782.98156118765,-1610.47493868545
3792.98156118765,-1610.47493868545
3802.98156118765,-1610.47493868545
3812.98156118765,-1610.47493868545
3822.98156118765,-1610.47493868545
3832.98156118765,-1610.47493868545
3842.98156118765,-1610.47493868545
3852.98156118765,-1610.47493868545
3862.98156118765,-1610.47493868545
3872.98156118765,-1610.47493868545
3882.98156118765,-1610.47493868545
3892.98156118765,-1610.47493868545
3902.98156118765,-1610.47493868545
3912.98156118765,-1610.47493868545
3922.98156118765,-1610.47493868545
3932.98156118765,-1610.47493868545
3942.98156118765,-1610.47493868545
3952.98156118765,-1610.47493868545
3962.98156118765,-1610.47493868545
3972.98156118765,-1610.47493868545
3982.98156118765,-1610.47493868545
3992.98156118765,-1610.47493868545
4002.98156118765,-1610.47493868545
4012.98156118765,-1610.47493868545
4022.98156118765,-1610.47493868545
4032.98156118765,-1610.47493868545
3722.98156118765,-1600.47493868545
3732.98156118765,-1600.47493868545
3742.98156118765,-1600.47493868545
3752.98156118765,-1600.47493868545
3762.98156118765,-1600.47493868545
3772.98156118765,-1600.47493868545
3782.98156118765,-1600.47493868545
3792.98156118765,-1600.47493868545
3802.98156118765,-1600.47493868545
3812.98156118765,-1600.47493868545
3822.98156118765,-1600.47493868545
3832.98156118765,-1600.47493868545
3842.98156118765,-1600.47493868545
3852.98156118765,-1600.47493868545
3862.98156118765,-1600.47493868545
3872.98156118765,-1600.47493868545
3882.98156118765,-1600.47493868545
3892.98156118765,-1600.47493868545
3902.98156118765,-1600.47493868545
3912.98156118765,-1600.47493868545
3922.98156118765,-1600.47493868545
3932.98156118765,-1600.47493868545
3942.98156118765,-1600.47493868545
3952.98156118765,-1600.47493868545
3962.98156118765,-1600.47493868545
3972.98156118765,-1600.47493868545
3982.98156118765,-1600.47493868545
3992.98156118765,-1600.47493868545
4002.98156118765,-1600.47493868545
4012.98156118765,-1600.47493868545
4022.98156118765,-1600.47493868545
4032.98156118765,-1600.47493868545
4042.98156118765,-1600.47493868545
3722.98156118765,-1590.47493868545
3732.98156118765,-1590.47493868545
3742.98156118765,-1590.47493868545
3752.98156118765,-1590.47493868545
3762.98156118765,-1590.47493868545
3772.98156118765,-1590.47493868545
3782.98156118765,-1590.47493868545
3792.98156118765,-1590.47493868545
3802.98156118765,-1590.47493868545
3812.98156118765,-1590.47493868545
3822.98156118765,-1590.47493868545
3832.98156118765,-1590.47493868545
3842.98156118765,-1590.47493868545
3852.98156118765,-1590.47493868545
3862.98156118765,-1590.47493868545
3872.98156118765,-1590.47493868545
3882.98156118765,-1590.47493868545
3892.98156118765,-1590.47493868545
3902.98156118765,-1590.47493868545
3912.98156118765,-1590.47493868545
3922.98156118765,-1590.47493868545
3932.98156118765,-1590.47493868545
3942.98156118765,-1590.47493868545
3952.98156118765,-1590.47493868545
3962.98156118765,-1590.47493868545
3972.98156118765,-1590.47493868545
3982.98156118765,-1590.47493868545
3992.98156118765,-1590.47493868545
4002.98156118765,-1590.47493868545
4012.98156118765,-1590.47493868545
4022.98156118765,-1590.47493868545
4032.98156118765,-1590.47493868545
4042.98156118765,-1590.47493868545
3712.98156118765,-1580.47493868545
3722.98156118765,-1580.47493868545
3732.98156118765,-1580.47493868545
3742.98156118765,-1580.47493868545
3752.98156118765,-1580.47493868545
3762.98156118765,-1580.47493868545
3772.98156118765,-1580.47493868545
3782.98156118765,-1580.47493868545
3792.98156118765,-1580.47493868545
3802.98156118765,-1580.47493868545
3812.98156118765,-1580.47493868545
3822.98156118765,-1580.47493868545
3832.98156118765,-1580.47493868545
3842.98156118765,-1580.47493868545
3852.98156118765,-1580.47493868545
3862.98156118765,-1580.47493868545
3872.98156118765,-1580.47493868545
3882.98156118765,-1580.47493868545
3892.98156118765,-1580.47493868545
3902.98156118765,-1580.47493868545
3912.98156118765,-1580.47493868545
3922.98156118765,-1580.47493868545
3932.98156118765,-1580.47493868545
3942.98156118765,-1580.47493868545
3952.98156118765,-1580.47493868545
3962.98156118765,-1580.47493868545
3972.98156118765,-1580.47493868545
3982.98156118765,-1580.47493868545
3992.98156118765,-1580.47493868545
4002.98156118765,-1580.47493868545
4012.98156118765,-1580.47493868545
4022.98156118765,-1580.47493868545
4032.98156118765,-1580.47493868545
4042.98156118765,-1580.47493868545
4052.98156118765,-1580.47493868545
3702.98156118765,-1570.47493868545
3712.98156118765,-1570.47493868545
3722.98156118765,-1570.47493868545
3732.98156118765,-1570.47493868545
3742.98156118765,-1570.47493868545
3752.98156118765,-1570.47493868545
3762.98156118765,-1570.47493868545
3772.98156118765,-1570.47493868545
3782.98156118765,-1570.47493868545
3792.98156118765,-1570.47493868545
3802.98156118765,-1570.47493868545
3812.98156118765,-1570.47493868545
3822.98156118765,-1570.47493868545
3832.98156118765,-1570.47493868545
3842.98156118765,-1570.47493868545
3852.98156118765,-1570.47493868545
3862.98156118765,-1570.47493868545
3872.98156118765,-1570.47493868545
3882.98156118765,-1570.47493868545
3892.98156118765,-1570.47493868545
3902.98156118765,-1570.47493868545
3912.98156118765,-1570.47493868545
3922.98156118765,-1570.47493868545
3932.98156118765,-1570.47493868545
3942.98156118765,-1570.47493868545
3952.98156118765,-1570.47493868545
3962.98156118765,-1570.47493868545
3972.98156118765,-1570.47493868545
